state_code_str,state_abbrev,county_code_str,tract_str,geoid_tract_20_clean,zip_code_clean,redfin_table_id,redfin_tableid_zip,region_type,parent_metro_region,redfin_county_name,redfin_table_id_county,census_city_long,redfin_city,redfin_table_id_city,intptlat,intptlon
32,NV,3,4301,32003004301,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2053587,-115.1107992
32,NV,3,4302,32003004302,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.1997128,-115.1126924
32,NV,3,4401,32003004401,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2074176,-115.1162843
32,NV,3,4402,32003004402,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2064415,-115.1265190
32,NV,3,4500,32003004500,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2135822,-115.1175467
32,NV,3,4601,32003004601,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2232408,-115.1133557
32,NV,3,4602,32003004602,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2260252,-115.1031914
32,NV,3,4715,32003004715,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2364181,-115.0892448
32,NV,3,6001,32003006001,89030,37229.0,37229.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2510764,-115.0691184
32,NV,3,3609,32003003609,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2394002,-115.1984739
32,NV,3,3610,32003003610,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2394144,-115.1802273
32,NV,3,3630,32003003630,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2541516,-115.1983251
32,NV,3,3631,32003003631,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2689063,-115.1843154
32,NV,3,3632,32003003632,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2691396,-115.1754329
32,NV,3,3633,32003003633,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2541318,-115.1845804
32,NV,3,3634,32003003634,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2541672,-115.1754469
32,NV,3,3635,32003003635,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2680682,-115.1655868
32,NV,3,3636,32003003636,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2704500,-115.1572617
32,NV,3,3637,32003003637,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2727333,-115.1439828
32,NV,3,3638,32003003638,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2652186,-115.1440702
32,NV,3,3639,32003003639,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2580007,-115.1444189
32,NV,3,3640,32003003640,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2418986,-115.1574371
32,NV,3,3641,32003003641,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2412594,-115.1414720
32,NV,3,3650,32003003650,89031,37230.0,37230.0,zip code,"Las Vegas, NV","Clark County, NV",1865.0,"NORTH LAS VEGAS, NV","North Las Vegas, NV",13363.0,+36.2578419,-115.1257940
